dataset,rel_type,rel_num,augmentation,subj_position,subject,template,to_send,num_tokens_sub,unrelated_origin,corr_answer,repetition,num_tokens_obj
LAMA_Trex,Hu_original,P176,original,,Toyota Tercel,[X] is produced by [Y] .,Toyota Tercel is produced by,2,,Toyota,yes,1
LAMA_Trex,Hu_original,P176,original,,Toyota Vios,[X] is produced by [Y] .,Toyota Vios is produced by,2,,Toyota,yes,1
LAMA_Trex,Hu_original,P176,original,,Toyota SA,[X] is produced by [Y] .,Toyota SA is produced by,2,,Toyota,yes,1
LAMA_Trex,Hu_original,P176,original,,Toyota Aurion,[X] is produced by [Y] .,Toyota Aurion is produced by,2,,Toyota,yes,1
LAMA_Trex,Hu_original,P176,original,,Toyota Innova,[X] is produced by [Y] .,Toyota Innova is produced by,2,,Toyota,yes,1
LAMA_Trex,Hu_original,P176,original,,Toyota Carina,[X] is produced by [Y] .,Toyota Carina is produced by,2,,Toyota,yes,1
LAMA_Trex,Hu_original,P176,original,,Toyota Kijang,[X] is produced by [Y] .,Toyota Kijang is produced by,2,,Toyota,yes,1
LAMA_Trex,Hu_original,P176,original,,Toyota Fortuner,[X] is produced by [Y] .,Toyota Fortuner is produced by,2,,Toyota,yes,1
LAMA_Trex,Hu_original,P176,original,,Toyota 2000GT,[X] is produced by [Y] .,Toyota 2000GT is produced by,2,,Toyota,yes,1
LAMA_Trex,Hu_original,P176,original,,Toyota G1,[X] is produced by [Y] .,Toyota G1 is produced by,2,,Toyota,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Life,[X] is produced by [Y] .,Honda Life is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda CB750,[X] is produced by [Y] .,Honda CB750 is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Concerto,[X] is produced by [Y] .,Honda Concerto is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda ST1100,[X] is produced by [Y] .,Honda ST1100 is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda FCX,[X] is produced by [Y] .,Honda FCX is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Vamos,[X] is produced by [Y] .,Honda Vamos is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Civic,[X] is produced by [Y] .,Honda Civic is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Brio,[X] is produced by [Y] .,Honda Brio is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Mobilio,[X] is produced by [Y] .,Honda Mobilio is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Vigor,[X] is produced by [Y] .,Honda Vigor is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda NSX,[X] is produced by [Y] .,Honda NSX is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda NSR250,[X] is produced by [Y] .,Honda NSR250 is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Stream,[X] is produced by [Y] .,Honda Stream is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda VFR1200F,[X] is produced by [Y] .,Honda VFR1200F is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda RA272,[X] is produced by [Y] .,Honda RA272 is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Accord,[X] is produced by [Y] .,Honda Accord is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Fireblade,[X] is produced by [Y] .,Honda Fireblade is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda NR500,[X] is produced by [Y] .,Honda NR500 is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Domani,[X] is produced by [Y] .,Honda Domani is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda VFR800,[X] is produced by [Y] .,Honda VFR800 is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda CB400T,[X] is produced by [Y] .,Honda CB400T is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda CB450,[X] is produced by [Y] .,Honda CB450 is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Passport,[X] is produced by [Y] .,Honda Passport is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda CR-X,[X] is produced by [Y] .,Honda CR-X is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda N360,[X] is produced by [Y] .,Honda N360 is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Legend,[X] is produced by [Y] .,Honda Legend is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Orthia,[X] is produced by [Y] .,Honda Orthia is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda CBR600RR,[X] is produced by [Y] .,Honda CBR600RR is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda CBX,[X] is produced by [Y] .,Honda CBX is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda S600,[X] is produced by [Y] .,Honda S600 is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Shadow,[X] is produced by [Y] .,Honda Shadow is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Zoomer,[X] is produced by [Y] .,Honda Zoomer is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Ballade,[X] is produced by [Y] .,Honda Ballade is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Insight,[X] is produced by [Y] .,Honda Insight is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Prelude,[X] is produced by [Y] .,Honda Prelude is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Acty,[X] is produced by [Y] .,Honda Acty is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda CB900F,[X] is produced by [Y] .,Honda CB900F is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda CBR600F3,[X] is produced by [Y] .,Honda CBR600F3 is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Inspire,[X] is produced by [Y] .,Honda Inspire is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda ST1300,[X] is produced by [Y] .,Honda ST1300 is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda City,[X] is produced by [Y] .,Honda City is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda HR-V,[X] is produced by [Y] .,Honda HR-V is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Ascot,[X] is produced by [Y] .,Honda Ascot is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda NS500,[X] is produced by [Y] .,Honda NS500 is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda RC51,[X] is produced by [Y] .,Honda RC51 is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Valkyrie,[X] is produced by [Y] .,Honda Valkyrie is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda CB550,[X] is produced by [Y] .,Honda CB550 is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Pilot,[X] is produced by [Y] .,Honda Pilot is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda CBR250R,[X] is produced by [Y] .,Honda CBR250R is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda VFR400,[X] is produced by [Y] .,Honda VFR400 is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda RS125R,[X] is produced by [Y] .,Honda RS125R is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Odyssey,[X] is produced by [Y] .,Honda Odyssey is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Airwave,[X] is produced by [Y] .,Honda Airwave is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda S2000,[X] is produced by [Y] .,Honda S2000 is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda CBR1100XX,[X] is produced by [Y] .,Honda CBR1100XX is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda CR-V,[X] is produced by [Y] .,Honda CR-V is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Fit,[X] is produced by [Y] .,Honda Fit is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Honda Integra,[X] is produced by [Y] .,Honda Integra is produced by,2,,Honda,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan GT-R,[X] is produced by [Y] .,Nissan GT-R is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Stagea,[X] is produced by [Y] .,Nissan Stagea is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Xterra,[X] is produced by [Y] .,Nissan Xterra is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Be-1,[X] is produced by [Y] .,Nissan Be-1 is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Armada,[X] is produced by [Y] .,Nissan Armada is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan 300ZX,[X] is produced by [Y] .,Nissan 300ZX is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Bluebird,[X] is produced by [Y] .,Nissan Bluebird is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan NPT-90,[X] is produced by [Y] .,Nissan NPT-90 is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Wingroad,[X] is produced by [Y] .,Nissan Wingroad is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Sentra,[X] is produced by [Y] .,Nissan Sentra is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Cedric,[X] is produced by [Y] .,Nissan Cedric is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Elgrand,[X] is produced by [Y] .,Nissan Elgrand is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Murano,[X] is produced by [Y] .,Nissan Murano is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Sunny,[X] is produced by [Y] .,Nissan Sunny is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Quest,[X] is produced by [Y] .,Nissan Quest is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Qashqai,[X] is produced by [Y] .,Nissan Qashqai is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Pivo,[X] is produced by [Y] .,Nissan Pivo is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Caravan,[X] is produced by [Y] .,Nissan Caravan is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan NX,[X] is produced by [Y] .,Nissan NX is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Prairie,[X] is produced by [Y] .,Nissan Prairie is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Leaf,[X] is produced by [Y] .,Nissan Leaf is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Avenir,[X] is produced by [Y] .,Nissan Avenir is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Cube,[X] is produced by [Y] .,Nissan Cube is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan 180SX,[X] is produced by [Y] .,Nissan 180SX is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan S30,[X] is produced by [Y] .,Nissan S30 is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Vanette,[X] is produced by [Y] .,Nissan Vanette is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Almera,[X] is produced by [Y] .,Nissan Almera is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Bluebird,[X] is produced by [Y] .,Nissan Bluebird is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Fuga,[X] is produced by [Y] .,Nissan Fuga is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan 370Z,[X] is produced by [Y] .,Nissan 370Z is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Teana,[X] is produced by [Y] .,Nissan Teana is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Silvia,[X] is produced by [Y] .,Nissan Silvia is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Skyline,[X] is produced by [Y] .,Nissan Skyline is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Juke,[X] is produced by [Y] .,Nissan Juke is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan NV200,[X] is produced by [Y] .,Nissan NV200 is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Z-car,[X] is produced by [Y] .,Nissan Z-car is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Lafesta,[X] is produced by [Y] .,Nissan Lafesta is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Patrol,[X] is produced by [Y] .,Nissan Patrol is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Civilian,[X] is produced by [Y] .,Nissan Civilian is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Navara,[X] is produced by [Y] .,Nissan Navara is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Laurel,[X] is produced by [Y] .,Nissan Laurel is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan X-Trail,[X] is produced by [Y] .,Nissan X-Trail is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan S130,[X] is produced by [Y] .,Nissan S130 is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan 200SX,[X] is produced by [Y] .,Nissan 200SX is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Latio,[X] is produced by [Y] .,Nissan Latio is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Cima,[X] is produced by [Y] .,Nissan Cima is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan R'nessa,[X] is produced by [Y] .,Nissan R'nessa is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan R89C,[X] is produced by [Y] .,Nissan R89C is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Pao,[X] is produced by [Y] .,Nissan Pao is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Serena,[X] is produced by [Y] .,Nissan Serena is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Crew,[X] is produced by [Y] .,Nissan Crew is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Pathfinder,[X] is produced by [Y] .,Nissan Pathfinder is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Primera,[X] is produced by [Y] .,Nissan Primera is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan R391,[X] is produced by [Y] .,Nissan R391 is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Nissan Caball,[X] is produced by [Y] .,Nissan Caball is produced by,2,,Nissan,yes,1
LAMA_Trex,Hu_original,P176,original,,Fiat Tipo,[X] is produced by [Y] .,Fiat Tipo is produced by,2,,Fiat,yes,1
LAMA_Trex,Hu_original,P176,original,,Fiat 500X,[X] is produced by [Y] .,Fiat 500X is produced by,2,,Fiat,yes,1
LAMA_Trex,Hu_original,P176,original,,Fiat 500,[X] is produced by [Y] .,Fiat 500 is produced by,2,,Fiat,yes,1
LAMA_Trex,Hu_original,P176,original,,Fiat 501,[X] is produced by [Y] .,Fiat 501 is produced by,2,,Fiat,yes,1
LAMA_Trex,Hu_original,P176,original,,Fiat Strada,[X] is produced by [Y] .,Fiat Strada is produced by,2,,Fiat,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW N54,[X] is produced by [Y] .,BMW N54 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW M30,[X] is produced by [Y] .,BMW M30 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW E65,[X] is produced by [Y] .,BMW E65 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW Z1,[X] is produced by [Y] .,BMW Z1 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW E24,[X] is produced by [Y] .,BMW E24 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW X5,[X] is produced by [Y] .,BMW X5 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW M5,[X] is produced by [Y] .,BMW M5 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW E9,[X] is produced by [Y] .,BMW E9 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW M70,[X] is produced by [Y] .,BMW M70 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW i8,[X] is produced by [Y] .,BMW i8 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW X1,[X] is produced by [Y] .,BMW X1 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW 328,[X] is produced by [Y] .,BMW 328 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW 303,[X] is produced by [Y] .,BMW 303 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW 003,[X] is produced by [Y] .,BMW 003 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW Z3,[X] is produced by [Y] .,BMW Z3 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW 503,[X] is produced by [Y] .,BMW 503 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW M6,[X] is produced by [Y] .,BMW M6 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW E32,[X] is produced by [Y] .,BMW E32 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW E87,[X] is produced by [Y] .,BMW E87 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW M52,[X] is produced by [Y] .,BMW M52 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW X3,[X] is produced by [Y] .,BMW X3 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW X5,[X] is produced by [Y] .,BMW X5 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW i3,[X] is produced by [Y] .,BMW i3 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW IIIa,[X] is produced by [Y] .,BMW IIIa is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW R32,[X] is produced by [Y] .,BMW R32 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW M50,[X] is produced by [Y] .,BMW M50 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW Z4,[X] is produced by [Y] .,BMW Z4 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW M3,[X] is produced by [Y] .,BMW M3 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW M54,[X] is produced by [Y] .,BMW M54 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW ActiveE,[X] is produced by [Y] .,BMW ActiveE is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW M1,[X] is produced by [Y] .,BMW M1 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW M60,[X] is produced by [Y] .,BMW M60 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW E38,[X] is produced by [Y] .,BMW E38 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW E23,[X] is produced by [Y] .,BMW E23 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW 326,[X] is produced by [Y] .,BMW 326 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW M62,[X] is produced by [Y] .,BMW M62 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW 801,[X] is produced by [Y] .,BMW 801 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW Dixi,[X] is produced by [Y] .,BMW Dixi is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW X6,[X] is produced by [Y] .,BMW X6 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW 700,[X] is produced by [Y] .,BMW 700 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW N52,[X] is produced by [Y] .,BMW N52 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW M40,[X] is produced by [Y] .,BMW M40 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW 501,[X] is produced by [Y] .,BMW 501 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,BMW S65,[X] is produced by [Y] .,BMW S65 is produced by,2,,BMW,yes,1
LAMA_Trex,Hu_original,P176,original,,Google Authenticator,[X] is produced by [Y] .,Google Authenticator is produced by,2,,Google,yes,1
LAMA_Trex,Hu_original,P176,original,,Renault Safrane,[X] is produced by [Y] .,Renault Safrane is produced by,2,,Renault,yes,1
LAMA_Trex,Hu_original,P176,original,,Renault 14,[X] is produced by [Y] .,Renault 14 is produced by,2,,Renault,yes,1
LAMA_Trex,Hu_original,P176,original,,Renault 12,[X] is produced by [Y] .,Renault 12 is produced by,2,,Renault,yes,1
